,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.0558023,0.049479492,0.0509068,0.061839763,0.05909603,0.047339547,0.06376456,0.07805626,0.056062885,0.05210836,0.04041236,0.07344234,0.06893463,0.061341953,0.06301029,0.064580604,0.043227244,0.036661703,0.06350224,0.05410892,0.07462448,0.0654121,0.09426099,0.0745411,0.0874876,0.060981162,0.068947494,0.07962264,0.09377995,0.06089686,0.07703044,0.049519632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.13845314,0.10221322,0.119337134,0.13508385,0.1236487,0.1577891,0.16929036,0.09412252,0.10487225,0.16302401,0.1081273,0.08296734,0.12248358,0.16222528,0.11615445,0.12252983,0.14802153,0.10097802,0.11425418,0.12973103,0.13120732,0.121692955,0.112330064,0.11604092,0.09884672,0.07888119,0.14523894,0.13020925,0.09771411,0.12414493,0.13358755,0.15028232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.07622966,0.06441366,0.066878274,0.0667064,0.07445039,0.06332987,0.054309037,0.07036447,0.05635025,0.05562092,0.052220684,0.0693481,0.061949603,0.07337767,0.03575689,0.07037392,0.05924523,0.0863201,0.06736029,0.07530161,0.06955357,0.061547857,0.06464992,0.05703835,0.086709656,0.06478017,0.06430615,0.08412026,0.058553033,0.09115454,0.06877916,0.060174573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.12594035,0.09150673,0.12563781,0.10581574,0.0799049,0.12205057,0.12372174,0.12578617,0.09922203,0.12834248,0.06824482,0.09570428,0.09390568,0.13080858,0.11169315,0.117638625,0.12758572,0.12954704,0.09505002,0.124783665,0.089867555,0.115152374,0.09582934,0.1308802,0.08574271,0.089984715,0.106010385,0.08696511,0.09294108,0.103261575,0.105728656,0.1130852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.060414,0.063255355,0.08555629,0.07143591,0.070900366,0.071678355,0.0913045,0.057561338,0.07457459,0.050951347,0.051144484,0.06299528,0.055772364,0.07263949,0.06697461,0.08013082,0.06915086,0.06756953,0.08517837,0.049749143,0.08360804,0.06434157,0.055798806,0.07162706,0.053935297,0.054823365,0.08404942,0.05298883,0.06916131,0.07454348,0.07564649,0.06934527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.120180085,0.10308953,0.09563444,0.13085191,0.06863742,0.09512817,0.11766775,0.08768746,0.090454265,0.12684582,0.07623433,0.080768585,0.09165434,0.13108343,0.11420197,0.09708733,0.11470354,0.09685417,0.13031639,0.10517599,0.0737443,0.097410716,0.08500466,0.0935825,0.09790137,0.09029516,0.08687591,0.08371281,0.07226233,0.12173274,0.1144664,0.14466307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.06450625,0.06738655,0.053046655,0.057006363,0.050586406,0.06296321,0.055190247,0.06422554,0.06535075,0.08819613,0.08661981,0.060196694,0.0790372,0.06799887,0.05706996,0.05607468,0.065305546,0.06379015,0.10100262,0.044731125,0.11394438,0.08539756,0.067613214,0.080138564,0.056003395,0.062161397,0.0810845,0.07468989,0.05729268,0.08897198,0.06585408,0.044995125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.10840587,0.105024874,0.07161959,0.095549226,0.084039606,0.114640184,0.100365914,0.101963855,0.110083975,0.09344595,0.09457458,0.088407956,0.10975766,0.104384266,0.12959088,0.095702596,0.106077105,0.07252472,0.10763475,0.09034716,0.06919118,0.101289116,0.089451864,0.119680725,0.11951101,0.09070243,0.05835652,0.08084161,0.06738269,0.094038986,0.07913255,0.0966558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066481814,0.074334346,0.056711297,0.08519124,0.07011198,0.077493556,0.06341932,0.07449149,0.058528554,0.056903966,0.06650771,0.06597001,0.06472715,0.046240184,0.06396139,0.057667546,0.07230884,0.063401245,0.055422764,0.06176011,0.09384449,0.05872273,0.04671661,0.049613103,0.04261385,0.049447875,0.047084946,0.05670273,0.060329694,0.042139214,0.058004588,0.061846033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.08424432,0.0892689,0.08571688,0.074405015,0.0820099,0.113757364,0.1205224,0.09229613,0.09163683,0.111239724,0.094339795,0.10643791,0.08197452,0.13712041,0.087265514,0.07824123,0.09490518,0.08069892,0.074664116,0.1108546,0.07056677,0.100847624,0.07569793,0.09076508,0.083570704,0.089900404,0.07359617,0.06947924,0.06965661,0.11762699,0.09001859,0.082686335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
