0.017478047,0,0.031111404,0,0,0.01920243,0.022839246,0,0.019466523,0.027372038,0,0.018064026,0,0,0,0,0,0,0,0.022750398,0,0.014104161,0,0.024369653,0.029529082,0,0.02431268,0,0,0,0,0.011669397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027962983,0.034443814,0,0,0.06334548,0,0,0.02854303,0.020787274,0,0,0,0,0,0.038229708,0,0.048460502,0.023318319,0,0,0.007974401,0,0,0,0.024814997,0.040189236,0,0,0,0,0.013915558,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.012447031,0,0,0,0,0,0,0,0,0,0,0,0,0.02418979,0,0,0,0,0,0,0,0,0,0,0.018558947,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045801245,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012027148,0,0,0,0.017751588,0,0.027439713,0,0,0,0,0,0,0,0,0,0,0.030058553,0.022389563,0,0,0,0.023515398,0,0.017040268,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0.026273575,0.023785887,0,0,0,0,0,0,0.016491469,0.01823779,0,0,0,0,0,0,0,0,0,0,0,0,0.04585285,0.042735312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029111514,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.027260235,0,0,0,0,0,0,0,0,0,0,0,0,0.046279497,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.030219875,0.028733049,0,0,0,0,0,0,0,0,0,0.027229996,0,0,0,0,0,0,0.020262258,0,0,0,0,0,0,0.029121935,0,0,0,0,0.025540508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.041477684,0,0,0,0,0.02633344,0,0,0,0,0,0.028870575,0,0,0.043496888,0,0,0,0,0,0,0,0,0,0,0,0,0.023833223,0,0.039118156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
