,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.062004834,0.05340974,0.049500342,0.032298014,0.04740816,0.060091786,0.032177728,0.046794377,0.019766498,0.039610278,0.040184617,0.04674571,0.046738766,0.050119467,0.060288962,0.045269866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.10908457,0.10007831,0.10229351,0.082989044,0.07571875,0.088237554,0.08050575,0.068903014,0.1094002,0.047946475,0.06666561,0.08648859,0.10671298,0.11910759,0.099713616,0.10510215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0373331,0.05220366,0.050500363,0.04269711,0.033025403,0.035770517,0.050753914,0.05310627,0.06400643,0.043224927,0.056934055,0.0664845,0.04986303,0.049904007,0.054632224,0.0374705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.079349406,0.08870984,0.097223006,0.056589816,0.084579036,0.109653585,0.092644095,0.050018247,0.05367786,0.057329297,0.06400254,0.07564422,0.1219284,0.071147695,0.05542802,0.07440853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.040341277,0.03627915,0.053397395,0.04853613,0.06581978,0.048596308,0.048408184,0.050035596,0.068239145,0.020646758,0.053229854,0.058502015,0.04157078,0.039874673,0.051687934,0.050650068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.08518516,0.069832124,0.077148855,0.07259299,0.08545788,0.08689608,0.06765559,0.07588865,0.067708,0.05405392,0.09078259,0.07541418,0.07261773,0.03440288,0.08854406,0.052057885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.038153823,0.061986025,0.028747266,0.034206204,0.030327192,0.04038873,0.036247388,0.037117332,0.046115536,0.05467445,0.043117058,0.053413782,0.04924719,0.047330886,0.038971893,0.044598646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.06787584,0.10235269,0.09716247,0.060946852,0.07285092,0.078388125,0.04040894,0.050686687,0.080019474,0.062169205,0.06969767,0.07072139,0.06251343,0.0449987,0.055591136,0.074571766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.050399914,0.053723622,0.051821798,0.0498948,0.045465603,0.045920767,0.05232693,0.044603977,0.036815908,0.057177316,0.035455994,0.039133005,0.054552607,0.035371326,0.030937772,0.052770518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.07616165,0.077244446,0.06053707,0.057813562,0.09692735,0.05698134,0.039627355,0.07261179,0.06057205,0.06160868,0.045486584,0.07267702,0.0823897,0.060603585,0.06572791,0.063563585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.03286047,0.048024684,0.057907496,0.0705147,0.03315237,0.050315946,0.04738284,0.04901551,0.060666088,0.049606573,0.060942248,0.057185106,0.045567337,0.035796955,0.048306286,0.042304575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.045576915,0.100032285,0.085458346,0.06368722,0.062156994,0.06130311,0.035807617,0.090561405,0.07942821,0.061789684,0.057482403,0.051825542,0.08848934,0.078726314,0.05984166,0.066630505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.033666223,0.05574841,0.05207016,0.031331606,0.063378856,0.047554217,0.047471546,0.035136547,0.040043358,0.059611343,0.03496442,0.0557106,0.040977806,0.048376314,0.020983584,0.041692704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.027888145,0.08786086,0.09070512,0.04341655,0.08059194,0.051156066,0.033793177,0.032895014,0.058395542,0.07541406,0.04043218,0.056098834,0.06190534,0.074682936,0.059613034,0.047196127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.023587825,0.047956258,0.042107694,0.050731942,0.054574497,0.07031678,0.053075433,0.05871906,0.04250695,0.06647415,0.033651568,0.0535383,0.052605774,0.046559587,0.056689814,0.04270784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.06690513,0.08908317,0.08044195,0.05293114,0.05237464,0.037176397,0.0814276,0.06302194,0.049514662,0.0652945,0.049373325,0.037250623,0.07214232,0.05329563,0.06839827,0.06400126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.028963124,0.06975315,0.070009455,0.043605335,0.04343489,0.032409303,0.080872566,0.040350124,0.03953673,0.07509715,0.016501267,0.058240026,0.05540418,0.009638513,0.05225595,0.053092163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.07246159,0.059602078,0.06615332,0.07731672,0.06866228,0.039271966,0.07788774,0.059559703,0.08020658,0.06817025,0.093863964,0.06355593,0.087098606,0.082678,0.07176791,0.05737341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
